sample,total_count,cell_type,population,percentage
4776,97466,monocyte,18672,19.157449777358256
4776,97466,cd8_t_cell,23155,23.757002441877166
4776,97466,cd4_t_cell,36616,37.56797242115199
4776,97466,b_cell,12585,12.912195021853776
4776,97466,nk_cell,6438,6.605380337758808
4777,95562,b_cell,15562,16.284715681965633
4777,95562,nk_cell,19200,20.091668236328246
4777,95562,monocyte,21961,22.98089198635441
4777,95562,cd8_t_cell,18648,19.51403277453381
4777,95562,cd4_t_cell,20191,21.1286913208179
4778,106815,b_cell,12899,12.07601928568085
4778,106815,cd4_t_cell,34922,32.69391003136264
4778,106815,nk_cell,17151,16.056733604830782
4778,106815,monocyte,16769,15.69910593081496
4778,106815,cd8_t_cell,25074,23.47423114731077
4779,90699,cd4_t_cell,23797,26.237334479983243
4779,90699,nk_cell,18244,20.114885500391406
4779,90699,b_cell,8478,9.347401845665333
4779,90699,cd8_t_cell,22495,24.801816999084885
4779,90699,monocyte,17685,19.498561174875135
4780,101558,cd8_t_cell,24272,23.899643553437443
4780,101558,monocyte,20233,19.922605801610903
4780,101558,nk_cell,10784,10.618562791705234
4780,101558,b_cell,10352,10.19319009826897
4780,101558,cd4_t_cell,35917,35.36599775497745
4781,91707,cd8_t_cell,25472,27.775415180956742
4781,91707,monocyte,23360,25.47242849509852
4781,91707,nk_cell,7674,8.367954463672348
4781,91707,cd4_t_cell,28805,31.40981604457675
4781,91707,b_cell,6396,6.97438581569564
4782,106591,monocyte,25372,23.803135349138298
4782,106591,b_cell,9263,8.690227129870252
4782,106591,nk_cell,20460,19.194866358322933
4782,106591,cd4_t_cell,29193,27.38786576727866
4782,106591,cd8_t_cell,22303,20.923905395389855
4783,103278,cd4_t_cell,33741,32.67007494335677
4783,103278,b_cell,6652,6.440868335947636
4783,103278,monocyte,20110,19.47171711303472
4783,103278,nk_cell,12382,11.989000561591045
4783,103278,cd8_t_cell,30393,29.42833904606983
4784,104526,cd4_t_cell,38251,36.59472284407707
4784,104526,monocyte,19587,18.738878365191436
4784,104526,nk_cell,9853,9.426362818820198
4784,104526,cd8_t_cell,28603,27.364483477794998
4784,104526,b_cell,8232,7.875552494116296
4785,107907,b_cell,8762,8.11995514656139
4785,107907,cd4_t_cell,28616,26.519132215704268
4785,107907,monocyte,20249,18.76523302473426
4785,107907,nk_cell,18614,17.250039385767373
4785,107907,cd8_t_cell,31666,29.34564022723271
4786,91181,cd4_t_cell,32129,35.2365076057512
4786,91181,nk_cell,11924,13.077285838058367
4786,91181,monocyte,19681,21.584540638948905
4786,91181,cd8_t_cell,17011,18.6562990096621
4786,91181,b_cell,10436,11.44536690757943
4787,100604,cd4_t_cell,33355,33.154745338157525
4787,100604,monocyte,12440,12.365313506421217
4787,100604,b_cell,14658,14.569997216810465
4787,100604,nk_cell,16291,16.193193113593892
4787,100604,cd8_t_cell,23860,23.716750825016895
4788,97418,cd4_t_cell,30275,31.077418957482188
4788,97418,b_cell,10750,11.034921677718696
4788,97418,cd8_t_cell,20537,21.08131967398222
4788,97418,monocyte,15908,16.329631074339446
4788,97418,nk_cell,19948,20.47670861647745
4789,100253,b_cell,9417,9.39323511515865
4789,100253,monocyte,23397,23.33795497391599
4789,100253,cd8_t_cell,27078,27.009665546168193
4789,100253,cd4_t_cell,28639,28.566726182757623
4789,100253,nk_cell,11722,11.69241818199954
4790,97024,cd8_t_cell,25428,26.207948548812666
4790,97024,monocyte,20770,21.407074538258573
4790,97024,cd4_t_cell,25462,26.24299142480211
4790,97024,nk_cell,12446,12.827753957783642
4790,97024,b_cell,12918,13.314231530343006
4791,98196,nk_cell,8588,8.745773758605239
4791,98196,cd8_t_cell,16706,17.012912949610982
4791,98196,cd4_t_cell,36756,37.431259929121346
4791,98196,b_cell,12499,12.72862438388529
4791,98196,monocyte,23647,24.08142897877714
4792,110912,nk_cell,23657,21.329522504327755
4792,110912,cd8_t_cell,32654,29.441358915175996
4792,110912,cd4_t_cell,28089,25.325483266012693
4792,110912,monocyte,18730,16.887261973456432
4792,110912,b_cell,7782,7.016373341027121
4793,106046,monocyte,18747,17.6781773947155
4793,106046,cd4_t_cell,35625,33.593912075891595
4793,106046,nk_cell,10182,9.601493691416932
4793,106046,cd8_t_cell,31654,29.84931067649888
4793,106046,b_cell,9838,9.277106161477095
4794,100709,cd4_t_cell,38633,38.36102036560784
4794,100709,monocyte,15422,15.313427796919838
4794,100709,nk_cell,14399,14.297629804684785
4794,100709,b_cell,6231,6.1871332254316895
4794,100709,cd8_t_cell,26024,25.840788807355846
4795,101246,monocyte,21982,21.711475021235408
4795,101246,nk_cell,13824,13.653872745589949
4795,101246,b_cell,10987,10.851786737253818
4795,101246,cd8_t_cell,24064,23.76785255713806
4795,101246,cd4_t_cell,30389,30.015012938782764
4796,91609,cd4_t_cell,20138,21.982556299053588
4796,91609,cd8_t_cell,28173,30.753528583436125
4796,91609,b_cell,12337,13.467017432784989
4796,91609,monocyte,18534,20.231636629588795
4796,91609,nk_cell,12427,13.565261055136505
4797,97376,cd8_t_cell,25983,26.683166283273085
4797,97376,monocyte,25017,25.691135392704567
4797,97376,cd4_t_cell,25241,25.921171541242195
4797,97376,b_cell,7062,7.252300361485377
4797,97376,nk_cell,14073,14.452226421294775
4798,99131,cd8_t_cell,31403,31.67828429048431
4798,99131,nk_cell,14293,14.418294983405797
4798,99131,monocyte,21818,22.009260473514843
4798,99131,cd4_t_cell,25845,26.07156187267353
4798,99131,b_cell,5772,5.822598379921518
4799,94295,cd4_t_cell,19289,20.456015695423936
4799,94295,b_cell,11491,12.186224083991728
4799,94295,monocyte,22590,23.956731534015592
4799,94295,cd8_t_cell,27660,29.333474733548968
4799,94295,nk_cell,13265,14.067553953019779
4800,95511,monocyte,16793,17.58226801101444
4800,95511,cd8_t_cell,28682,30.030048894891685
4800,95511,nk_cell,12049,12.615300855398853
4800,95511,b_cell,11379,11.913810974652133
4800,95511,cd4_t_cell,26608,27.858571264042887
4801,103184,monocyte,21374,20.714451853000465
4801,103184,cd4_t_cell,31463,30.492130562877968
4801,103184,b_cell,8615,8.349162660877656
4801,103184,nk_cell,16568,16.05675298495891
4801,103184,cd8_t_cell,25164,24.387501938285006
4802,95894,cd8_t_cell,25863,26.97040482199095
4802,95894,b_cell,6635,6.9190981708970325
4802,95894,nk_cell,15890,16.570379794356267
4802,95894,monocyte,18190,18.968861451185685
4802,95894,cd4_t_cell,29316,30.571255761570065
4803,102710,nk_cell,16150,15.723882776750072
4803,102710,cd8_t_cell,27914,27.177490020445916
4803,102710,cd4_t_cell,27492,26.766624476681923
4803,102710,monocyte,20286,19.750754551650278
4803,102710,b_cell,10868,10.581248174471813
4804,104393,cd8_t_cell,23827,22.824327301639
4804,104393,nk_cell,11351,10.873334418974451
4804,104393,monocyte,23993,22.983341794947936
4804,104393,b_cell,10113,9.687431149598154
4804,104393,cd4_t_cell,35109,33.63156533484046
4805,104249,cd8_t_cell,31449,30.167195848401423
4805,104249,b_cell,11241,10.782837245441202
4805,104249,monocyte,9827,9.42646931865054
4805,104249,nk_cell,23126,22.183426219915777
4805,104249,cd4_t_cell,28606,27.440071367591056
4806,108567,b_cell,9011,8.299943813497656
4806,108567,cd4_t_cell,33115,30.501902051267884
4806,108567,monocyte,27831,25.634861421979053
4806,108567,nk_cell,16452,15.15377600928459
4806,108567,cd8_t_cell,22158,20.40951670397082
4807,94505,cd4_t_cell,26758,28.313845828263055
4807,94505,monocyte,23160,24.50663986032485
4807,94505,cd8_t_cell,25279,26.748849267234537
4807,94505,b_cell,7870,8.327601714195017
4807,94505,nk_cell,11438,12.10306332998254
4808,111085,nk_cell,21633,19.47427645496692
4808,111085,cd4_t_cell,42428,38.194175631273346
4808,111085,b_cell,6558,5.903587343025611
4808,111085,monocyte,21426,19.28793266417608
4808,111085,cd8_t_cell,19040,17.140027906558043
4809,102663,cd4_t_cell,28342,27.606830114062515
4809,102663,b_cell,14315,13.943679806746346
4809,102663,nk_cell,12978,12.641360568072235
4809,102663,cd8_t_cell,29978,29.200393520547813
4809,102663,monocyte,17050,16.607735990571094
4810,105983,cd4_t_cell,33282,31.403149561722167
4810,105983,b_cell,13204,12.458601851240294
4810,105983,monocyte,16107,15.19772038911901
4810,105983,nk_cell,16772,15.825179509921403
4810,105983,cd8_t_cell,26618,25.11534868799713
4811,91431,monocyte,16676,18.23889052947031
4811,91431,nk_cell,14527,15.888484212138115
4811,91431,cd8_t_cell,19612,21.450055232907875
4811,91431,cd4_t_cell,28919,31.629316096291195
4811,91431,b_cell,11697,12.793253929192506
4812,107488,cd8_t_cell,26778,24.9125483774933
4812,107488,monocyte,24435,22.73277016969336
4812,107488,b_cell,8043,7.4826957427805905
4812,107488,nk_cell,15006,13.960628163143793
4812,107488,cd4_t_cell,33226,30.911357546888958
4813,104629,monocyte,15907,15.20324193101339
4813,104629,b_cell,8121,7.761710424452112
4813,104629,nk_cell,17117,16.359709067275805
4813,104629,cd4_t_cell,37840,36.16588135220637
4813,104629,cd8_t_cell,25644,24.509457225052326
4814,108562,monocyte,21561,19.86054052062416
4814,108562,nk_cell,13201,12.159871778338644
4814,108562,cd4_t_cell,28752,26.484405224664247
4814,108562,cd8_t_cell,31519,29.033179197140807
4814,108562,b_cell,13529,12.462003279232144
4815,100996,nk_cell,12455,12.332171571151333
4815,100996,monocyte,21467,21.255297239494634
4815,100996,cd8_t_cell,24013,23.77618915600618
4815,100996,cd4_t_cell,36839,36.47570200800032
4815,100996,b_cell,6222,6.160640025347538
4816,101241,nk_cell,16064,15.86708942029415
4816,101241,monocyte,21682,21.41622465206784
4816,101241,cd8_t_cell,22367,22.092828004464593
4816,101241,cd4_t_cell,34962,34.53344000948233
4816,101241,b_cell,6166,6.090417913691094
4817,91012,nk_cell,15062,16.549466004482927
4817,91012,cd8_t_cell,21451,23.56941941721971
4817,91012,b_cell,12459,13.689403595130312
4817,91012,monocyte,14502,15.934162528018284
4817,91012,cd4_t_cell,27538,30.25754845514877
4818,107741,b_cell,15680,14.55341977520164
4818,107741,cd4_t_cell,29713,27.57817358294428
4818,107741,monocyte,24816,23.033014358507902
4818,107741,cd8_t_cell,23250,21.579528684530494
4818,107741,nk_cell,14282,13.25586359881568
4819,112193,nk_cell,13920,12.40719117948535
4819,112193,cd8_t_cell,31834,28.37431925342936
4819,112193,b_cell,10232,9.119998573886072
4819,112193,monocyte,20636,18.393304395104863
4819,112193,cd4_t_cell,35571,31.705186598094354
4820,109966,cd8_t_cell,20686,18.81126893767164
4820,109966,b_cell,7193,6.541112707564157
4820,109966,nk_cell,22495,20.456322863430515
4820,109966,cd4_t_cell,40311,36.65769419638797
4820,109966,monocyte,19281,17.53360129494571
4821,102834,nk_cell,18263,17.75969037477877
4821,102834,monocyte,18645,18.131162844973453
4821,102834,b_cell,16562,16.105568197288832
4821,102834,cd8_t_cell,25290,24.59303343252232
4821,102834,cd4_t_cell,24074,23.410545150436626
4822,107325,cd8_t_cell,31645,29.485208478919173
4822,107325,monocyte,12283,11.4446773817843
4822,107325,nk_cell,21221,19.772653156300954
4822,107325,b_cell,10076,9.388306545539251
4822,107325,cd4_t_cell,32100,29.909154437456326
4823,95244,b_cell,12433,13.053840661878963
4823,95244,monocyte,15257,16.018856830876484
4823,95244,cd4_t_cell,23201,24.35953970853807
4823,95244,nk_cell,19726,20.711015917013146
4823,95244,cd8_t_cell,24627,25.856746881693336
4824,97585,cd4_t_cell,37993,38.93323769021879
4824,97585,b_cell,13878,14.221447968437772
4824,97585,monocyte,14586,14.946969308807706
4824,97585,nk_cell,12883,13.201824050827485
4824,97585,cd8_t_cell,18245,18.696520981708254
4825,99761,cd8_t_cell,23373,23.428995298764047
4825,99761,b_cell,6259,6.2739948476859695
4825,99761,nk_cell,20261,20.30953980012229
4825,99761,cd4_t_cell,24787,24.846382855023506
4825,99761,monocyte,25081,25.14108719840419
4826,103941,monocyte,15219,14.641960342886831
4826,103941,cd8_t_cell,27472,26.430378772572904
4826,103941,nk_cell,16254,15.637717551303144
4826,103941,b_cell,9799,9.427463657267102
4826,103941,cd4_t_cell,35197,33.86247967597002
4827,92747,cd4_t_cell,26796,28.891500533709984
4827,92747,nk_cell,13193,14.224718858831015
4827,92747,cd8_t_cell,20153,21.729004711742697
4827,92747,monocyte,18575,20.02760197095324
4827,92747,b_cell,14030,15.127173924763065
4828,100843,monocyte,20051,19.88338308063029
4828,100843,nk_cell,14564,14.442251817181162
4828,100843,cd4_t_cell,29391,29.14530507819085
4828,100843,cd8_t_cell,29877,29.627242347014665
4828,100843,b_cell,6960,6.901817676983033
4829,105494,b_cell,11940,11.318179232942157
4829,105494,nk_cell,16511,15.65112707831725
4829,105494,cd4_t_cell,31599,29.953362276527574
4829,105494,cd8_t_cell,24424,23.1520276034656
4829,105494,monocyte,21020,19.925303808747415
4830,104626,b_cell,11642,11.127253264007035
4830,104626,monocyte,25391,24.268346300154835
4830,104626,nk_cell,19851,18.97329535679468
4830,104626,cd4_t_cell,24356,23.27910844340795
4830,104626,cd8_t_cell,23386,22.3519966356355
4831,95929,cd4_t_cell,27268,28.425189463040372
4831,95929,cd8_t_cell,23037,24.014635824411805
4831,95929,monocyte,22154,23.094163391675092
4831,95929,nk_cell,16075,16.75718500140729
4831,95929,b_cell,7395,7.708826319465438
4832,91720,b_cell,8795,9.588966419537725
4832,91720,cd4_t_cell,23535,25.659616223288268
4832,91720,cd8_t_cell,29120,31.74880069777584
4832,91720,nk_cell,14579,15.89511556912342
4832,91720,monocyte,15691,17.10750109027475
4833,101179,cd8_t_cell,26287,25.98068769211002
4833,101179,b_cell,12753,12.60439419247077
4833,101179,monocyte,11439,11.305705729449787
4833,101179,nk_cell,16766,16.570632245821763
4833,101179,cd4_t_cell,33934,33.53858014014766
4834,104351,b_cell,13594,13.02718708972602
4834,104351,nk_cell,19600,18.782762024321762
4834,104351,cd4_t_cell,21212,20.327548370403733
4834,104351,cd8_t_cell,32297,30.950350260179587
4834,104351,monocyte,17648,16.9121522553689
4835,107626,b_cell,12089,11.232415958969021
4835,107626,nk_cell,9532,8.856595989816588
4835,107626,cd4_t_cell,23362,21.706650809284003
4835,107626,cd8_t_cell,31926,29.663835876089422
4835,107626,monocyte,30717,28.54050136584097
4836,105994,nk_cell,17943,16.92831669717154
4836,105994,cd4_t_cell,33964,32.04332320697398
4836,105994,cd8_t_cell,29660,27.982716002792614
4836,105994,monocyte,17883,16.871709719418078
4836,105994,b_cell,6544,6.1739343736437915
4837,96272,cd4_t_cell,25415,26.399160711317933
4837,96272,cd8_t_cell,22294,23.157304304470667
4837,96272,monocyte,20875,21.683355492770485
4837,96272,b_cell,9669,10.043418647166362
4837,96272,nk_cell,18019,18.716760844274553
4838,105917,monocyte,35418,33.4393912214281
4838,105917,cd8_t_cell,24583,23.209683053711867
4838,105917,cd4_t_cell,28043,26.476391891764305
4838,105917,b_cell,4038,3.8124191583976135
4838,105917,nk_cell,13835,13.062114674698114
4839,93007,nk_cell,14174,15.239713139871192
4839,93007,monocyte,15220,16.364359671852657
4839,93007,cd8_t_cell,24752,26.613050630597694
4839,93007,b_cell,14485,15.574096573376197
4839,93007,cd4_t_cell,24376,26.208779984302254
4840,108586,cd4_t_cell,28601,26.339491278802058
4840,108586,cd8_t_cell,22353,20.585526679314093
4840,108586,monocyte,25448,23.435802037095023
4840,108586,b_cell,14040,12.929843626250163
4840,108586,nk_cell,18144,16.70933637853867
4841,104592,cd8_t_cell,31776,30.380908673703534
4841,104592,nk_cell,15878,15.180893376166438
4841,104592,b_cell,10128,9.683340982101882
4841,104592,cd4_t_cell,33992,32.499617561572585
4841,104592,monocyte,12818,12.25523940645556
4842,104911,cd8_t_cell,40111,38.23335970489271
4842,104911,monocyte,17546,16.724652324351116
4842,104911,cd4_t_cell,24986,23.816377691567137
4842,104911,nk_cell,10500,10.008483381151642
4842,104911,b_cell,11768,11.217126898037383
4843,95018,cd4_t_cell,27068,28.487233997768847
4843,95018,b_cell,7020,7.3880738386411
4843,95018,cd8_t_cell,22620,23.80601570228799
4843,95018,nk_cell,13189,13.880527899976848
4843,95018,monocyte,25121,26.43814856132522
4844,108467,monocyte,20376,18.78543704536864
4844,108467,b_cell,16302,15.029455963564956
4844,108467,cd8_t_cell,24602,22.681552914711386
4844,108467,nk_cell,10311,9.50611706786396
4844,108467,cd4_t_cell,36876,33.99743700849106
4845,111418,monocyte,17984,16.141018506883988
4845,111418,nk_cell,15034,13.493331418621768
4845,111418,b_cell,13865,12.444129314832434
4845,111418,cd4_t_cell,34297,30.782279344450625
4845,111418,cd8_t_cell,30238,27.139241415211185
4846,108847,nk_cell,18460,16.959585473187133
4846,108847,cd4_t_cell,26677,24.508714066533756
4846,108847,b_cell,11933,10.96309498654074
4846,108847,cd8_t_cell,35421,32.54200850735436
4846,108847,monocyte,16356,15.026596966384007
4847,96460,cd8_t_cell,22832,23.669914990669707
4847,96460,b_cell,10189,10.562927638399335
4847,96460,monocyte,9424,9.769852788720714
4847,96460,cd4_t_cell,33831,35.07256894049347
4847,96460,nk_cell,20184,20.924735641716772
4848,98408,cd4_t_cell,23547,23.927932688399316
4848,98408,nk_cell,26201,26.624867896918953
4848,98408,b_cell,11304,11.48687098609869
4848,98408,monocyte,16047,16.30660108934233
4848,98408,cd8_t_cell,21309,21.65372733924071
4849,111294,cd8_t_cell,28718,25.803727065250598
4849,111294,cd4_t_cell,30194,27.129944111991662
4849,111294,monocyte,22932,20.604884360342876
4849,111294,nk_cell,18983,17.056624795586465
4849,111294,b_cell,10467,9.4048196668284
4850,93896,cd8_t_cell,20144,21.453523046775157
4850,93896,monocyte,17327,18.45339524580387
4850,93896,b_cell,5360,5.708443384169719
4850,93896,nk_cell,21826,23.244866660986624
4850,93896,cd4_t_cell,29239,31.139771662264632
4851,98283,cd4_t_cell,22599,22.993803607948475
4851,98283,nk_cell,15002,15.264084327910219
4851,98283,cd8_t_cell,29548,30.064202354425483
4851,98283,monocyte,18326,18.646154472289204
4851,98283,b_cell,12808,13.031755237426616
4852,103729,nk_cell,20662,19.91921256350683
4852,103729,monocyte,19661,18.954197958140924
4852,103729,b_cell,10180,9.81403464797694
4852,103729,cd4_t_cell,35023,33.76394258114895
4852,103729,cd8_t_cell,18203,17.548612249226352
4853,94245,monocyte,13544,14.371054167329833
4853,94245,cd8_t_cell,29824,31.645180115656004
4853,94245,b_cell,12488,13.250570322032997
4853,94245,cd4_t_cell,21202,22.49668417422675
4853,94245,nk_cell,17187,18.236511220754416
4854,90080,b_cell,8822,9.793516873889875
4854,90080,monocyte,19141,21.248889875666073
4854,90080,nk_cell,12958,14.384991119005328
4854,90080,cd8_t_cell,21128,23.454706927175845
4854,90080,cd4_t_cell,28031,31.11789520426288
4855,104613,cd8_t_cell,29057,27.775706652136922
4855,104613,cd4_t_cell,33325,31.855505529905457
4855,104613,monocyte,20690,19.777656696586465
4855,104613,nk_cell,14380,13.745901560991463
4855,104613,b_cell,7161,6.8452295603796856
4856,105669,b_cell,6637,6.28093385950468
4856,105669,cd4_t_cell,37871,35.83927168800689
4856,105669,nk_cell,17056,16.14096849596381
4856,105669,monocyte,25560,24.188740311728132
4856,105669,cd8_t_cell,18545,17.550085644796486
4857,95440,cd8_t_cell,19934,20.886420787929588
4857,95440,nk_cell,16779,17.58067896060352
4857,95440,b_cell,5296,5.549036043587594
4857,95440,monocyte,31975,33.50272422464376
4857,95440,cd4_t_cell,21456,22.48113998323554
